hostname,ip_address,status,response_time,last_tested_at,description,pendencies,failure_reason
cbp-prd-13,172.31.235.6,connected,49,2025-09-10 11:06:09,Conectividade OK via bastion,,
cbp-prd-4,172.31.235.64,connected,317,2025-09-10 14:12:09,Conectividade OK via bastion,,
cbp-prd-5,172.31.235.65,connected,121,2025-09-10 16:12:09,Conectividade OK via bastion,,
cbp-prd-14,172.31.235.7,connected,400,2025-09-10 17:32:09,Conectividade OK via bastion,,
scp-gw-diameter-prd-2,172.31.235.71,failed,0,2025-09-10 03:18:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
smpp-gw-prd-1,172.31.235.82,connected,265,2025-09-10 18:32:09,Conectividade OK via bastion,,
mobile-voice-prd-4,172.31.235.90,connected,294,2025-09-10 14:35:09,Conectividade OK via bastion,,
mobile-data-p1,172.31.238.100,connected,198,2025-09-10 15:01:09,Conectividade OK via bastion,,
mobile-data-p2,172.31.238.101,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
mobile-data-p3,172.31.238.102,connected,104,2025-09-10 14:49:09,Conectividade OK via bastion,,
mobile-data-p4,172.31.238.103,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
mobile-data-p5,172.31.238.104,connected,50,2025-09-10 08:45:09,Conectividade OK via bastion,,
mobile-data-p6,172.31.238.105,connected,109,2025-09-10 13:29:09,Conectividade OK via bastion,,
mobile-data-p7,172.31.238.106,connected,389,2025-09-10 08:19:09,Conectividade OK via bastion,,
mobile-data-p8,172.31.238.107,connected,313,2025-09-10 16:09:09,Conectividade OK via bastion,,
mobile-data-p9,172.31.238.108,connected,125,2025-09-10 10:52:09,Conectividade OK via bastion,,
mobile-data-p10,172.31.238.109,connected,51,2025-09-10 15:39:09,Conectividade OK via bastion,,
mobile-data-p11,172.31.238.110,connected,127,2025-09-10 15:04:09,Conectividade OK via bastion,,
mobile-data-p12,172.31.238.111,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
mobile-data-p13,172.31.238.112,connected,363,2025-09-10 13:05:09,Conectividade OK via bastion,,
mobile-data-p14,172.31.238.113,failed,0,2025-09-09 23:15:09,Falha desconhecida,Executar diagnóstico manual,unknown
mobile-data-p15,172.31.238.114,connected,156,2025-09-10 07:34:09,Conectividade OK via bastion,,
mobile-data-p16,172.31.238.115,failed,0,2025-09-10 05:16:09,Timeout na conexão,Verificar latência e ACLs,timeout
ocs-telefoniaprd01,172.31.238.121,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
ocs-telefoniaprd02,172.31.238.122,connected,174,2025-09-10 12:39:09,Conectividade OK via bastion,,
ocs-telefoniaprd03,172.31.238.123,failed,0,2025-09-10 04:10:09,Falha desconhecida,Executar diagnóstico manual,unknown
ocs-telefoniaprd04,172.31.238.124,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
ocs-telefoniaprd05,172.31.238.125,connected,213,2025-09-10 18:16:09,Conectividade OK via bastion,,
ocs-telefoniaprd06,172.31.238.126,connected,386,2025-09-10 15:34:09,Conectividade OK via bastion,,
ocs-telefoniaprd07,172.31.238.127,failed,0,2025-09-09 23:01:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
ocs-telefoniaprd08,172.31.238.128,connected,245,2025-09-10 12:47:09,Conectividade OK via bastion,,
ocs-dbrac-238-dg01.ocs.algartelecom.com.br,172.31.238.18,connected,237,2025-09-10 15:52:09,Conectividade OK via bastion,,
ocs-dbrac-238-dg04.ocs.algartelecom.com.br,172.31.238.21,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
radius-iot-acc-prd01,172.31.238.31,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
radius-iot-acc-prd02,172.31.238.32,connected,396,2025-09-10 17:29:09,Conectividade OK via bastion,,
radius-iot-acc-prd03,172.31.238.33,failed,0,2025-09-10 08:34:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
radius-iot-acc-hml01,172.31.238.41,connected,159,2025-09-10 16:35:09,Conectividade OK via bastion,,
ocs-dbrac-236-prd01,172.31.238.5,connected,55,2025-09-10 08:54:09,Conectividade OK via bastion,,
ocs-dbrac-236-prd02,172.31.238.6,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
fix-ocs-p01,172.31.238.63,connected,125,2025-09-10 11:31:09,Conectividade OK via bastion,,
fix-ocs-p02,172.31.238.64,failed,0,2025-09-10 18:43:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
fix-ocs-p03,172.31.238.65,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
fix-ocs-p04,172.31.238.66,connected,249,2025-09-10 08:15:09,Conectividade OK via bastion,,
broker-ocs-p01,172.31.238.67,connected,96,2025-09-10 12:55:09,Conectividade OK via bastion,,
broker-ocs-p02,172.31.238.68,connected,392,2025-09-10 18:40:09,Conectividade OK via bastion,,
broker-ocs-p03,172.31.238.69,connected,124,2025-09-10 13:29:09,Conectividade OK via bastion,,
ocs-dbrac-236-prd03.ocs.algartelecom.com.br,172.31.238.7,failed,0,2025-09-09 21:44:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
broker-ocs-p04,172.31.238.70,connected,230,2025-09-10 12:55:09,Conectividade OK via bastion,,
broker-ocs-p05,172.31.238.71,connected,195,2025-09-10 09:35:09,Conectividade OK via bastion,,
cbp-ocs-p01,172.31.238.72,failed,0,2025-09-10 09:16:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
cbp-ocs-p02,172.31.238.73,connected,100,2025-09-10 18:11:09,Conectividade OK via bastion,,
ocs-dbrac-236-prd04,172.31.238.8,connected,98,2025-09-10 18:50:09,Conectividade OK via bastion,,
smtp01,10.0.10.50,connected,199,2025-09-10 09:41:09,Conectividade OK via bastion,,
msqlhx01,10.0.40.16,connected,371,2025-09-10 08:37:09,Conectividade OK via bastion,,
tts.staging,10.0.40.23,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
hewsl01.cloudalgartelecom.com.br,10.0.40.6,failed,0,2025-09-10 01:58:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
maestrohmg,10.11.133.70,connected,135,2025-09-10 18:26:09,Conectividade OK via bastion,,
automacao-prd03,10.11.148.179,connected,353,2025-09-10 13:15:09,Conectividade OK via bastion,,
ldapcorp02,10.11.148.52,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
jbossas02hom,10.11.151.6,failed,0,2025-09-10 14:55:09,Falha desconhecida,Executar diagnóstico manual,unknown
settler01,10.123.4.102,connected,361,2025-09-10 18:18:09,Conectividade OK via bastion,,
pubprdapp2,10.123.4.110,connected,165,2025-09-10 10:20:09,Conectividade OK via bastion,,
usrv82prd,10.32.10.177,connected,128,2025-09-10 14:14:09,Conectividade OK via bastion,,
usrv80,10.32.10.231,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
algargedhmg-service01,10.51.10.148,connected,134,2025-09-10 10:13:09,Conectividade OK via bastion,,
algargedhmg-service02,10.51.10.149,connected,187,2025-09-10 13:33:09,Conectividade OK via bastion,,
gedwebdavprd01,10.51.10.171,connected,356,2025-09-10 15:45:09,Conectividade OK via bastion,,
algargedprd01,10.51.10.175,connected,174,2025-09-10 17:09:09,Conectividade OK via bastion,,
algargedprd02,10.51.10.176,failed,0,2025-09-10 10:13:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
algargedprd-service02,10.51.10.178,failed,0,2025-09-10 07:22:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
maestro02,10.51.10.37,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
wlhom01,10.51.10.38,connected,201,2025-09-10 09:45:09,Conectividade OK via bastion,,
wlsim01,10.51.10.58,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
maestro03,10.51.10.60,failed,0,2025-09-09 23:42:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
sps3-app-hml02.iot,10.51.130.131,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
sps3-app-dev01-iot,10.51.130.162,failed,0,2025-09-10 08:59:09,Timeout na conexão,Verificar latência e ACLs,timeout
spsdx01,10.51.15.130,connected,325,2025-09-10 18:23:09,Conectividade OK via bastion,,
spshx01,10.51.15.131,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
spshx02,10.51.15.132,connected,343,2025-09-10 08:51:09,Conectividade OK via bastion,,
crm-prd-solar01,10.51.23.145,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
crm-prd-solar03,10.51.23.157,connected,106,2025-09-10 18:20:09,Conectividade OK via bastion,,
crm-prd-rules01,10.51.23.160,connected,203,2025-09-10 14:07:09,Conectividade OK via bastion,,
crm-prd-ws01,10.51.23.183,connected,275,2025-09-10 14:38:09,Conectividade OK via bastion,,
crm-prd-ws03,10.51.23.185,connected,382,2025-09-10 17:31:09,Conectividade OK via bastion,,
crm-prd-job01,10.51.23.188,connected,291,2025-09-10 18:31:09,Conectividade OK via bastion,,
crm-prd-job02,10.51.23.189,failed,0,2025-09-10 04:24:09,Falha desconhecida,Executar diagnóstico manual,unknown
crm-prd-app05,10.51.23.197,connected,245,2025-09-10 11:16:09,Conectividade OK via bastion,,
wsomsghom02,10.51.26.18,failed,0,2025-09-10 14:50:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
algarcsmhmg-parc01,10.51.31.205,connected,382,2025-09-10 09:08:09,Conectividade OK via bastion,,
algarcsmprd-parc01,10.51.31.236,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
algarcsmprd-batch01,10.51.31.239,connected,320,2025-09-10 16:59:09,Conectividade OK via bastion,,
algarcsmprd-batch02,10.51.31.240,connected,297,2025-09-10 18:29:09,Conectividade OK via bastion,,
ebinvoiceprdapp01,10.51.42.107,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
ebinvoiceprdapp02,10.51.42.108,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
ebinvoiceprddav02,10.51.42.110,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
oid-prd-app01,10.51.47.76,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
iac-prd-jen01,10.51.54.52,connected,294,2025-09-10 15:27:09,Conectividade OK via bastion,,
icpmaster-prd03,10.51.75.10,connected,361,2025-09-10 10:13:09,Conectividade OK via bastion,,
icpproxy-prd01,10.51.75.11,failed,0,2025-09-10 06:20:09,Timeout na conexão,Verificar latência e ACLs,timeout
icpworkerpl-prd02,10.51.75.21,failed,0,2025-09-09 21:31:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
icpmaster-prd02,10.51.75.9,failed,0,2025-09-10 13:45:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
padtec-nms-prd01,10.99.4.4,connected,105,2025-09-10 14:35:09,Conectividade OK via bastion,,
vertis-app-prd01,172.20.4.134,connected,279,2025-09-10 13:42:09,Conectividade OK via bastion,,
pv4-camp-wso2-2,172.25.179.135,failed,0,2025-09-10 15:48:09,Timeout na conexão,Verificar latência e ACLs,timeout
ns2,10.0.10.103,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
apsmaxmonitor,10.0.10.110,failed,0,2025-09-10 06:04:09,Timeout na conexão,Verificar latência e ACLs,timeout
msql01,10.0.10.117,failed,0,2025-09-10 00:38:09,Timeout na conexão,Verificar latência e ACLs,timeout
henas,10.0.10.12,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
aps-multicloud-prd01,10.0.10.123,connected,239,2025-09-10 15:54:09,Conectividade OK via bastion,,
gsuite,10.0.10.15,connected,246,2025-09-10 14:58:09,Conectividade OK via bastion,,
obadb.staging.cloudalgartelecom.com.br,10.0.10.21,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
painelbss,10.0.10.22,connected,324,2025-09-10 12:31:09,Conectividade OK via bastion,,
vm1px01,10.0.10.29,connected,397,2025-09-10 08:08:09,Conectividade OK via bastion,,
ooam.cloudalgartelecom.com.br,10.0.10.3,failed,0,2025-09-10 15:50:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
zabbpx01,10.0.10.31,connected,300,2025-09-10 14:10:09,Conectividade OK via bastion,,
tts,10.0.10.32,connected,79,2025-09-10 12:07:09,Conectividade OK via bastion,,
aps-ico-prd01,10.0.10.33,failed,0,2025-09-10 03:04:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
replicadb.cloudalgartelecom,10.0.10.59,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
aps.cloudalgartelecom.com.br,10.0.10.6,connected,291,2025-09-10 14:13:09,Conectividade OK via bastion,,
acronisaeh.staging,10.0.10.8,connected,137,2025-09-10 16:15:09,Conectividade OK via bastion,,
ns1.staging,10.0.40.100,failed,0,2025-09-10 16:28:09,Falha desconhecida,Executar diagnóstico manual,unknown
cm.staging,10.0.40.101,failed,0,2025-09-10 16:09:09,Timeout na conexão,Verificar latência e ACLs,timeout
replicadb.staging,10.0.40.108,connected,45,2025-09-10 14:57:09,Conectividade OK via bastion,,
vm1.staging,10.0.40.109,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
obadb.staging,10.0.40.11,connected,275,2025-09-10 14:24:09,Conectividade OK via bastion,,
apsmaxmonitor.staging,10.0.40.110,connected,225,2025-09-10 07:30:09,Conectividade OK via bastion,,
pcs44.staging,10.0.40.111,connected,140,2025-09-10 11:54:09,Conectividade OK via bastion,,
ns2.staging,10.0.40.117,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
pprox.staging,10.0.40.118,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
loja.cloudalgartelecom.com.br,10.0.40.13,connected,199,2025-09-10 12:12:09,Conectividade OK via bastion,,
aps.staging,10.0.40.5,connected,83,2025-09-10 17:32:09,Conectividade OK via bastion,,
dashhx01,10.0.40.50,connected,42,2025-09-10 07:45:09,Conectividade OK via bastion,,
vm1hx01,10.0.40.52,connected,83,2025-09-10 18:05:09,Conectividade OK via bastion,,
apscloudplus.staging,10.0.40.56,connected,303,2025-09-10 11:23:09,Conectividade OK via bastion,,
gsuite.staging,10.0.40.7,connected,115,2025-09-10 19:19:09,Conectividade OK via bastion,,
aps-ico.staging,10.0.40.9,failed,0,2025-09-10 03:22:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
portabgw01,10.11.120.230,connected,184,2025-09-10 12:57:09,Conectividade OK via bastion,,
portabgw02,10.11.120.231,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
rqual-ula-centro-prd01,10.11.120.250,failed,0,2025-09-09 20:20:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
comissaodes.network,10.11.130.153,connected,262,2025-09-10 12:16:09,Conectividade OK via bastion,,
lxprdgw,10.11.131.9,connected,383,2025-09-10 17:42:09,Conectividade OK via bastion,,
pvweblogictst,10.11.132.127,connected,320,2025-09-10 11:31:09,Conectividade OK via bastion,,
spacecor,10.11.132.150,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
repol01,10.11.132.151,connected,63,2025-09-10 08:03:09,Conectividade OK via bastion,,
basedeconhecimento.network.ctbc,10.11.132.158,connected,372,2025-09-10 15:15:09,Conectividade OK via bastion,,
lblgw,10.11.132.185,connected,206,2025-09-10 12:12:09,Conectividade OK via bastion,,
jbossfarm-prd01,10.11.132.57,connected,77,2025-09-10 15:51:09,Conectividade OK via bastion,,
jtracivc_NEW,10.11.132.92,connected,241,2025-09-10 11:17:09,Conectividade OK via bastion,,
smtpapp2,10.11.133.228,connected,117,2025-09-10 11:10:09,Conectividade OK via bastion,,
smtpapp,10.11.133.229,connected,62,2025-09-10 08:30:09,Conectividade OK via bastion,,
portalctbc05hmg,10.11.133.230,connected,130,2025-09-10 14:06:09,Conectividade OK via bastion,,
portalctbc06hmg_NEW,10.11.133.231,connected,217,2025-09-10 14:42:09,Conectividade OK via bastion,,
lxintraweb01,10.11.133.33,connected,307,2025-09-10 16:42:09,Conectividade OK via bastion,,
usrv80prd,10.11.135.164,connected,302,2025-09-10 15:52:09,Conectividade OK via bastion,,
lxmrtg,10.11.135.47,connected,243,2025-09-10 13:40:09,Conectividade OK via bastion,,
pagboletohom,10.11.136.10,connected,266,2025-09-10 12:34:09,Conectividade OK via bastion,,
sgdleanprd01,10.11.136.105,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
portal-cre-prd03,10.11.136.108,connected,176,2025-09-10 15:29:09,Conectividade OK via bastion,,
portalcdoprd,10.11.136.119,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
cac-hml02,10.11.136.13,connected,312,2025-09-10 08:01:09,Conectividade OK via bastion,,
rubiprd01,10.11.136.142,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
rubidbdes01,10.11.136.143,connected,74,2025-09-10 16:25:09,Conectividade OK via bastion,,
wlszprod01,10.11.136.146,connected,135,2025-09-10 15:48:09,Conectividade OK via bastion,,
gifehmg01,10.11.136.17,failed,0,2025-09-10 01:44:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
npappdes01,10.11.136.18,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
guardians-app-prd01,10.11.136.183,connected,44,2025-09-10 11:17:09,Conectividade OK via bastion,,
guardians-adm-prd01,10.11.136.185,failed,0,2025-09-10 17:44:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
spsprd03,10.11.136.197,failed,0,2025-09-10 09:30:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
spsprd04,10.11.136.198,connected,204,2025-09-10 12:20:09,Conectividade OK via bastion,,
spshom02,10.11.136.199,connected,52,2025-09-10 07:51:09,Conectividade OK via bastion,,
puppet,10.11.136.220,failed,0,2025-09-10 08:16:09,Timeout na conexão,Verificar latência e ACLs,timeout
trsapp-des,10.11.136.245,connected,259,2025-09-10 19:03:09,Conectividade OK via bastion,,
wlszhmg01,10.11.136.32,connected,374,2025-09-10 17:02:09,Conectividade OK via bastion,,
zabbix-prd-corp01,10.11.136.41,connected,373,2025-09-10 13:20:09,Conectividade OK via bastion,,
datastageprd01,10.11.136.50,connected,339,2025-09-10 10:07:09,Conectividade OK via bastion,,
VM_zabbix-corp,10.11.136.8,connected,225,2025-09-10 19:01:09,Conectividade OK via bastion,,
preproddes,10.11.137.11,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
VM_misp-algar,10.11.137.120,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
toolstelecom-cel-prd06_v203,10.11.137.206,failed,0,2025-09-09 21:28:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
toolstelecom-cel-prd07_v203,10.11.137.207,connected,171,2025-09-10 18:06:09,Conectividade OK via bastion,,
ftp-operacao-prd01,10.11.137.222,connected,385,2025-09-10 17:21:09,Conectividade OK via bastion,,
ftpserver01,10.11.137.249,failed,0,2025-09-10 12:40:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
srvphpdes01,10.11.148.191,connected,56,2025-09-10 15:34:09,Conectividade OK via bastion,,
toolstelecom1_NEW,10.11.148.199,connected,42,2025-09-10 11:57:09,Conectividade OK via bastion,,
toolstelecom2_NEW,10.11.148.200,failed,0,2025-09-10 03:39:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
ptdashpx01,10.11.148.206,connected,393,2025-09-10 15:07:09,Conectividade OK via bastion,,
som-prd-elk02,10.11.148.217,failed,0,2025-09-10 08:06:09,Timeout na conexão,Verificar latência e ACLs,timeout
spsprd01,10.11.148.248,connected,123,2025-09-10 15:40:09,Conectividade OK via bastion,,
spsprd02,10.11.148.249,connected,369,2025-09-10 17:23:09,Conectividade OK via bastion,,
ldapcorp01,10.11.148.51,connected,335,2025-09-10 15:10:09,Conectividade OK via bastion,,
jbosseap02,10.11.152.67,connected,191,2025-09-10 15:03:09,Conectividade OK via bastion,,
cloudcontrolapp,10.11.70.24,failed,0,2025-09-10 15:50:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
getraf-tst01,10.123.4.103,connected,329,2025-09-10 15:20:09,Conectividade OK via bastion,,
prdgridctl,10.123.4.104,connected,282,2025-09-10 17:14:09,Conectividade OK via bastion,,
publab,10.123.4.106,failed,0,2025-09-09 22:52:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
pubprdapp1,10.123.4.109,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
comissaohmg01,10.123.4.67,failed,0,2025-09-10 11:22:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
VM_voipview_web,10.32.10.40,connected,185,2025-09-10 16:11:09,Conectividade OK via bastion,,
usrv34,10.32.10.50,failed,0,2025-09-10 16:54:09,Falha desconhecida,Executar diagnóstico manual,unknown
mon-estoque-eng,10.32.13.12,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
subversion_NEW,10.32.14.162,connected,333,2025-09-10 11:30:09,Conectividade OK via bastion,,
sgdleanhom01,10.32.15.244,failed,0,2025-09-09 23:16:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
portaldesempenho,10.32.15.245,failed,0,2025-09-10 05:08:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
portalctbc04hmg_NEW,10.32.15.99,connected,259,2025-09-10 10:42:09,Conectividade OK via bastion,,
datastagehom01,10.32.8.168,connected,238,2025-09-10 08:05:09,Conectividade OK via bastion,,
rubictbc01,10.32.8.236,connected,391,2025-09-10 15:42:09,Conectividade OK via bastion,,
usrv71,10.32.8.90,connected,98,2025-09-10 17:03:09,Conectividade OK via bastion,,
sunlight2,10.32.9.251,connected,350,2025-09-10 16:46:09,Conectividade OK via bastion,,
usrv37,10.32.9.99,connected,293,2025-09-10 09:33:09,Conectividade OK via bastion,,
ocvsmedtelpx01,10.41.12.20,connected,205,2025-09-10 09:49:09,Conectividade OK via bastion,,
ocvsmedcorppx01,10.41.28.20,connected,202,2025-09-10 12:25:09,Conectividade OK via bastion,,
TNMSPX01,10.5.100.6,connected,55,2025-09-10 08:46:09,Conectividade OK via bastion,,
ecomm04_NEW,10.50.17.30,failed,0,2025-09-10 09:42:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
SBLPRDWEB01,10.51.0.11,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
SBLPRDWEB02,10.51.0.12,connected,157,2025-09-10 08:35:09,Conectividade OK via bastion,,
SBLPRDOAM01,10.51.0.15,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
SBLPRDOAM02,10.51.0.16,failed,0,2025-09-10 10:29:09,Timeout na conexão,Verificar latência e ACLs,timeout
SBLPRDAPP01,10.51.0.17,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
SBLPRDAPP02,10.51.0.18,connected,269,2025-09-10 13:56:09,Conectividade OK via bastion,,
bilprdapp1,10.51.0.19,connected,160,2025-09-10 11:00:09,Conectividade OK via bastion,,
bilprdapp2,10.51.0.20,connected,180,2025-09-10 16:22:09,Conectividade OK via bastion,,
sblprdapp03.network.ctbc,10.51.0.21,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
sblprdapp04.network.ctbc,10.51.0.22,connected,307,2025-09-10 15:30:09,Conectividade OK via bastion,,
SBLPRDWEB03,10.51.0.23,connected,342,2025-09-10 18:03:09,Conectividade OK via bastion,,
SBLPRDWEB04,10.51.0.24,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
VM_oimprdidm1,10.51.0.30,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
VM_oimprdidm2,10.51.0.31,connected,75,2025-09-10 07:25:09,Conectividade OK via bastion,,
SBLPRDCFG01,10.51.0.40,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
SBLPRDCFG02,10.51.0.41,failed,0,2025-09-10 15:12:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
anrprd,10.51.0.60,connected,132,2025-09-10 18:27:09,Conectividade OK via bastion,,
OSMPRD,10.51.0.63,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
SBLPRDREP01,10.51.0.71,connected,263,2025-09-10 09:50:09,Conectividade OK via bastion,,
SBLPRDREP02,10.51.0.72,connected,250,2025-09-10 19:14:09,Conectividade OK via bastion,,
SBLPRDGTW01,10.51.0.75,connected,333,2025-09-10 11:27:09,Conectividade OK via bastion,,
SBLPRDGTW02,10.51.0.76,connected,90,2025-09-10 13:01:09,Conectividade OK via bastion,,
radius-ws-prd01,10.51.0.80,connected,314,2025-09-10 15:43:09,Conectividade OK via bastion,,
gedwebdavprd02,10.51.10.172,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
algargedprd-rabbit01,10.51.10.179,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
algargedprd-rabbit02,10.51.10.180,connected,67,2025-09-10 17:45:09,Conectividade OK via bastion,,
maestro01,10.51.10.36,connected,58,2025-09-10 13:04:09,Conectividade OK via bastion,,
wlhom02,10.51.10.39,connected,168,2025-09-10 15:22:09,Conectividade OK via bastion,,
VM_wlsim01,10.51.10.59,connected,376,2025-09-10 08:46:09,Conectividade OK via bastion,,
bkprd01,10.51.10.62,connected,281,2025-09-10 18:53:09,Conectividade OK via bastion,,
lxjboss01,10.51.10.69,connected,122,2025-09-10 18:00:09,Conectividade OK via bastion,,
lvr-digital-prd01,10.51.12.132,connected,273,2025-09-10 12:31:09,Conectividade OK via bastion,,
lvr-digital-hml01,10.51.12.148,connected,89,2025-09-10 11:37:09,Conectividade OK via bastion,,
clik-hom-app01,10.51.123.226,failed,0,2025-09-09 22:35:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
clik-hom-bd02,10.51.123.229,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
crv-hom-cis-frontend,10.51.123.230,connected,100,2025-09-10 19:18:09,Conectividade OK via bastion,,
crv-hom-cis01,10.51.123.231,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
crv-prd-app03,10.51.123.232,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
crv-prd-backend-cis01,10.51.123.233,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
crv-prd-backend-cis02,10.51.123.234,connected,110,2025-09-10 09:42:09,Conectividade OK via bastion,,
crv-prd-balancer,10.51.123.235,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
crv-prd-bd01,10.51.123.236,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
crv-prd-cis-balancer,10.51.123.237,connected,317,2025-09-10 10:48:09,Conectividade OK via bastion,,
crv-prd-cis-frontend,10.51.123.238,connected,125,2025-09-10 13:41:09,Conectividade OK via bastion,,
grv-prd-backend,10.51.123.239,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
grv-prd-frontend,10.51.123.240,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
LB01_prd,10.51.123.77,connected,311,2025-09-10 15:08:09,Conectividade OK via bastion,,
algarops-hom-app01,10.51.124.2,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
med-ime-prd01,10.51.128.114,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
in-proxy-connect-prd01,10.51.129.242,failed,0,2025-09-10 18:12:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
out-proxy-connect-prd01,10.51.129.244,connected,255,2025-09-10 10:50:09,Conectividade OK via bastion,,
afiliados-app-prd01,10.51.129.36,connected,50,2025-09-10 07:37:09,Conectividade OK via bastion,,
