hostname,ip_address,status,error,collected_at,os_family,distro_id,distro_pretty_name,distro_version_id,kernel,init_system,services_running_count,services_sample,pkg_manager,pkg_count,pkg_sample,python_installed,python_version,zabbix_agent_installed,zabbix_agent_version,qualys_agent_installed,qualys_agent_version
mysqla2-moniot-prd02,172.20.52.35,ok,,2025-09-11 07:41:13,linux,rhel,Red Hat Enterprise Linux 8.6 (Ootpa),8.6,4.18.0-372.9.1.el8.x86_64,systemd,49,abrt-journal-core.service;abrt-oops.service;abrt-xorg.service;abrtd.service;atd.service;auditd.service;chronyd.service;containerd.service;crond.service;dbus.service;docker.service;getty@tty1.service;gssproxy.service;influxdb.service;irqbalance.service;kapacitor.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;mcelog.service;NetworkManager.service;node-exporter.service;oddjobd.service;pmcd.service;pmie.service;pmie_farm.service;pmlogger.service;pmlogger_farm.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rpc-gssd.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;telegraf.service;traps_pmd.service;tuned.service;udisks2.service;user@0.service;uuidd.service;vgauthd.service;vmtoolsd.service;zabbix-agent2.service,rpm,1279,GConf2;HdrHistogram_c;NetworkManager;NetworkManager-config-server;NetworkManager-libnm;NetworkManager-libreswan;NetworkManager-team;NetworkManager-tui;PackageKit;PackageKit-glib;SDL;abattis-cantarell-fonts;abrt;abrt-addon-ccpp;abrt-addon-coredump-helper;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-dbus;abrt-libs;abrt-tui;acl;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf;adwaita-cursor-theme;adwaita-icon-theme;alsa-sof-firmware,yes,3.6.8,yes,5.0.24,yes,7.2.0
consumers-moniot-prd08,172.20.52.31,ok,,2025-09-11 07:41:12,linux,rhel,Red Hat Enterprise Linux 8.10 (Ootpa),8.10,4.18.0-553.5.1.el8_10.x86_64,systemd,45,abrt-journal-core.service;abrt-oops.service;abrt-xorg.service;abrtd.service;atd.service;auditd.service;certmonger.service;chronyd.service;containerd.service;crond.service;dbus.service;docker.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;mcelog.service;NetworkManager.service;oddjobd.service;pmcd.service;pmie.service;pmie_farm.service;pmlogger.service;pmlogger_farm.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;telegraf.service;traps_pmd.service;tuned.service;udisks2.service;user@0.service;vgauthd.service;vmtoolsd.service;zabbix-agent.service,rpm,1319,GConf2;HdrHistogram_c;MariaDB-client;MariaDB-common;MariaDB-server;MariaDB-shared;NetworkManager;NetworkManager-config-server;NetworkManager-libnm;NetworkManager-libreswan;NetworkManager-team;NetworkManager-tui;OpenIPMI-libs;PackageKit;PackageKit-glib;SDL;abattis-cantarell-fonts;abrt;abrt-addon-ccpp;abrt-addon-coredump-helper;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-dbus;abrt-libs;abrt-tui;acl;adobe-mappings-cmap,yes,3.6.8,yes,6.0.31,yes,7.2.0
ms-02-portal-hom-iot,172.20.53.24,ok,,2025-09-11 07:41:14,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.36.2.el7.x86_64,systemd,26,auditd.service;containerd.service;crond.service;dbus.service;docker.service;firewalld.service;getty@tty1.service;gssproxy.service;irqbalance.service;lvm2-lvmetad.service;oddjobd.service;polkit.service;postfix.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;sshd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;zabbix-agent.service,rpm,454,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;acl;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;audit;audit-libs;audit-libs-python;authconfig;autofs;autogen-libopts;avahi-libs;basesystem;bash;bc;bind-export-libs;bind-libs;bind-libs-lite;bind-license;bind-utils;binutils;biosdevname;btrfs-progs;bzip2-libs;c-ares,yes,2.7.5,yes,3.0.32,yes,7.2.0
ebd-pem-soa-prd01,172.20.56.14,ok,,2025-09-11 07:41:14,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.11.1.el7.x86_64,systemd,31,auditd.service;crond.service;dbus.service;edb-bart.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;NetworkManager.service;ntpd.service;oddjobd.service;pemagent.service;PEMHTTPD.service;polkit.service;postgresql-10.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;zabbix-agent.service,rpm,572,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;RWARSDS6.0;RWARSDSENV6.0;acl;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;ampagent;atk;audit;audit-libs;authconfig;autofs;autogen-libopts;avahi-libs;basesystem;bash;bc;bind-export-libs;bind-libs;bind-libs-lite;bind-license;bind-utils;binutils;biosdevname,yes,2.7.5,yes,5.0.15,yes,7.2.0
zabbix-ondemand-hml01,172.20.9.150,ok,,2025-09-11 07:41:15,linux,centos,CentOS Linux 7 (Core),7,3.10.0-862.3.2.el7.x86_64,systemd,34,abrt-oops.service;abrtd.service;atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;httpd.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;lvm2-lvmetad.service;mcelog.service;NetworkManager.service;nrpe.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent.service;zabbix-server.service,rpm,941,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;OpenIPMI;OpenIPMI-libs;OpenIPMI-modalias;SDL;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client,yes,2.7.5,yes,3.0.31,yes,7.2.0
api-02-portal-hom-iot,172.20.53.22,ok,,2025-09-11 07:41:13,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.102.1.el7.x86_64,systemd,27,auditd.service;containerd.service;crond.service;dbus.service;docker.service;firewalld.service;getty@tty1.service;gssproxy.service;irqbalance.service;lvm2-lvmetad.service;oddjobd.service;polkit.service;postfix.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;zabbix-agent.service,rpm,453,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;acl;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;audit;audit-libs;audit-libs-python;authconfig;autofs;autogen-libopts;avahi-libs;basesystem;bash;bc;bind-export-libs;bind-libs;bind-libs-lite;bind-license;bind-utils;binutils;biosdevname;btrfs-progs;bzip2-libs;c-ares,yes,2.7.5,yes,3.0.32,yes,7.2.0
vigiapx01,172.20.64.125,ok,,2025-09-11 07:41:15,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.66.1.el7.x86_64,systemd,31,abrt-oops.service;abrtd.service;atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;lvm2-lvmetad.service;mcelog.service;ntpd.service;polkit.service;postfix.service;qualys-cloud-agent.service;rngd.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;zabbix-agent.service,rpm,932,GConf2;GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;PyYAML;SDL;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;adwaita-cursor-theme;adwaita-icon-theme;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;ampagent,yes,2.7.5,yes,5.0.9,yes,7.0.0
server-trace-piag-prd09,172.24.158.25,ok,,2025-09-11 07:41:15,linux,rocky,Rocky Linux 8.5 (Green Obsidian),8.5,4.18.0-348.12.2.el8_5.x86_64,systemd,22,auditd.service;chronyd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;NetworkManager.service;polkit.service;qualys-cloud-agent.service;rpcbind.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;user@0.service;vgauthd.service;vmtoolsd.service;zabbix-agent2.service,rpm,594,NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;acl;alsa-lib;audit;audit-libs;augeas-libs;authselect;authselect-libs;autofs;avahi-libs;basesystem;bash;bind-libs;bind-libs-lite;bind-license;bind-utils;binutils;biosdevname;brotli;bzip2-libs;c-ares;ca-certificates;cairo;certmonger;checkpolicy;chkconfig;chrony,no,,yes,7.0.9,yes,7.0.0
pv4-camp-mob-2,172.25.179.186,ok,,2025-09-11 07:41:16,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.41.1.el7.x86_64,systemd,32,atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;httpd.service;irqbalance.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;netbackup.service;NetworkManager.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;snmpd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent2.service,rpm,739,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;acl;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;ampagent;apr;apr-util;at;atk;atop;audit;audit-libs;augeas-libs,yes,2.7.5,yes,7.0.9,yes,7.0.0
pv4-camp-kannel-2,172.25.179.184,ok,,2025-09-11 07:41:16,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.53.1.el7.x86_64,systemd,31,auditd.service;crond.service;dbus.service;firewalld.service;getty@tty1.service;gssproxy.service;httpd.service;irqbalance.service;kannel.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;NetworkManager.service;oddjobd.service;polkit.service;postfix.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;snmpd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;zabbix-agent2.service,rpm,503,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;acl;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;ampagent;apr;apr-util;audit;audit-libs;authconfig;autofs;autogen-libopts;avahi-libs;basesystem;bash;bc;bind-export-libs;bind-libs;bind-libs-lite;bind-license;bind-utils;binutils;biosdevname;bison,yes,2.7.5,yes,7.0.9,yes,6.3.0
pv4-camp-wfly-2,172.25.179.188,ok,,2025-09-11 07:41:16,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.41.1.el7.x86_64,systemd,32,atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;httpd.service;irqbalance.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;netbackup.service;NetworkManager.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;snmpd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent2.service,rpm,738,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;acl;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;ampagent;apr;apr-util;at;atk;atop;audit;audit-libs;augeas-libs,yes,2.7.5,yes,7.0.9,yes,6.3.0
pl4-log-kibana-1,172.25.179.243,ok,,2025-09-11 07:41:17,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.41.1.el7.x86_64,systemd,34,apm-server.service;atd.service;auditd.service;containerd.service;crond.service;dbus.service;docker.service;getty@tty1.service;gssproxy.service;irqbalance.service;kibana.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;netbackup.service;NetworkManager.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent2.service,rpm,753,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;acl;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;ampagent;apm-server;apr;apr-util;at;atk;atop;audit;audit-libs,yes,2.7.5,yes,7.0.9,yes,7.2.0
logs-moniot-prd01,172.20.52.39,ok,,2025-09-11 07:41:13,linux,rhel,Red Hat Enterprise Linux 8.9 (Ootpa),8.9,4.18.0-513.9.1.el8_9.x86_64,systemd,43,abrt-journal-core.service;abrt-oops.service;abrt-xorg.service;abrtd.service;atd.service;auditd.service;certmonger.service;chronyd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;mcelog.service;NetworkManager.service;oddjobd.service;pmcd.service;pmie.service;pmie_farm.service;polkit.service;qualys-cloud-agent.service;radiusd.service;rhsmcertd.service;rpc-gssd.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;telegraf.service;traps_pmd.service;tuned.service;udisks2.service;user@0.service;vgauthd.service;vmtoolsd.service;zabbix-agent.service,rpm,1303,GConf2;HdrHistogram_c;NetworkManager;NetworkManager-config-server;NetworkManager-libnm;NetworkManager-libreswan;NetworkManager-team;NetworkManager-tui;PackageKit;PackageKit-glib;SDL;abattis-cantarell-fonts;abrt;abrt-addon-ccpp;abrt-addon-coredump-helper;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-dbus;abrt-libs;abrt-tui;acl;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf;adwaita-cursor-theme;adwaita-icon-theme;alsa-sof-firmware,yes,3.6.8,yes,6.0.23,yes,7.2.0
pv4-camp-adm-1,172.25.179.189,ok,,2025-09-11 07:41:16,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.41.1.el7.x86_64,systemd,32,atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;httpd.service;irqbalance.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;netbackup.service;NetworkManager.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;snmpd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent2.service,rpm,740,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;acl;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;ampagent;apr;apr-util;at;atk;atop;audit;audit-libs;augeas-libs,yes,2.7.5,yes,7.0.9,yes,6.2.0
pv4-camp-wfly-1,172.25.179.187,ok,,2025-09-11 07:41:16,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.41.1.el7.x86_64,systemd,32,atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;httpd.service;irqbalance.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;netbackup.service;NetworkManager.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;snmpd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent2.service,rpm,738,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;acl;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;ampagent;apr;apr-util;at;atk;atop;audit;audit-libs;augeas-libs,yes,2.7.5,yes,7.0.9,yes,6.3.0
pv4-camp-mob-1,172.25.179.185,ok,,2025-09-11 07:41:16,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.41.1.el7.x86_64,systemd,32,atd.service;auditd.service;crond.service;dbus.service;getty@tty1.service;gssproxy.service;httpd.service;irqbalance.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;netbackup.service;NetworkManager.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;snmpd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent2.service,rpm,741,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;acl;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;ampagent;apr;apr-util;at;atk;atop;audit;audit-libs;augeas-libs,yes,2.7.5,yes,7.0.9,yes,7.0.0
pl-sdp-v4-soa-ati-1,172.25.179.190,ok,,2025-09-11 07:41:16,linux,centos,CentOS Linux 7 (Core),7,3.10.0-514.10.2.el7.x86_64,systemd,30,abrt-oops.service;abrtd.service;auditd.service;chronyd.service;crond.service;dbus.service;getty@tty1.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;lvm2-lvmetad.service;NetworkManager.service;nrpe.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rhnsd.service;rpcbind.service;rsyslog.service;snmpd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vmware-tools.service;zabbix-agent2.service,rpm,968,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;SDL;VRTSnbjre;VRTSnbpck;VRTSpddea;a52dec;aalib-libs;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware,yes,2.7.5,yes,7.0.9,yes,6.3.0
PL4-NV-APP-6,172.25.179.250,ok,,2025-09-11 07:41:17,linux,centos,CentOS Linux 7 (Core),7,3.10.0-514.10.2.el7.x86_64,systemd,31,abrt-oops.service;abrtd.service;auditd.service;chronyd.service;crond.service;dbus.service;getty@tty1.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;lvm2-lvmetad.service;NetworkManager.service;nrpe.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rhnsd.service;rngd.service;rpcbind.service;rsyslog.service;snmpd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vmware-tools.service;zabbix-agent.service,rpm,967,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;SDL;VRTSnbjre;VRTSnbpck;VRTSpddea;a52dec;aalib-libs;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware,yes,2.7.5,yes,6.0.9,yes,7.0.0
PL4-NV-APP-5,172.25.179.249,ok,,2025-09-11 07:41:17,linux,centos,CentOS Linux 7 (Core),7,3.10.0-514.10.2.el7.x86_64,systemd,30,abrt-oops.service;abrtd.service;auditd.service;chronyd.service;crond.service;dbus.service;getty@tty1.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;lvm2-lvmetad.service;NetworkManager.service;nrpe.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rhnsd.service;rngd.service;rsyslog.service;snmpd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vmware-tools.service;zabbix-agent.service,rpm,967,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;SDL;VRTSnbjre;VRTSnbpck;VRTSpddea;a52dec;aalib-libs;abrt;abrt-addon-ccpp;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-python;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-console-notification;abrt-dbus;abrt-libs;abrt-python;abrt-retrace-client;abrt-tui;acl;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware,yes,2.7.5,yes,6.0.9,yes,6.2.0
pl4-log-indexer-2,172.25.179.242,ok,,2025-09-11 07:41:16,linux,centos,CentOS Linux 7 (Core),7,3.10.0-1160.41.1.el7.x86_64,systemd,33,atd.service;auditd.service;containerd.service;crond.service;dbus.service;docker.service;elasticsearch.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;lvm2-lvmetad.service;netbackup.service;NetworkManager.service;ntpd.service;oddjobd.service;polkit.service;qualys-cloud-agent.service;rpc-gssd.service;rpcbind.service;rsyslog.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;traps_pmd.service;tuned.service;vgauthd.service;vmtoolsd.service;vxpbx_exchanged.service;zabbix-agent2.service,rpm,752,GeoIP;NetworkManager;NetworkManager-libnm;NetworkManager-team;NetworkManager-tui;NetworkManager-wifi;VRTSnbcfg;VRTSnbclt;VRTSnbjava;VRTSnbjre;VRTSnbpck;VRTSpbx;VRTSpddea;acl;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf;aic94xx-firmware;alsa-firmware;alsa-lib;alsa-tools-firmware;ampagent;apr;apr-util;at;atk;atop;audit;audit-libs;audit-libs-python,yes,2.7.5,yes,7.0.9,yes,7.1.0
mongo-moniot-prd03,172.20.52.46,ok,,2025-09-11 07:41:13,linux,rhel,Red Hat Enterprise Linux 8.9 (Ootpa),8.9,4.18.0-513.9.1.el8_9.x86_64,systemd,48,abrt-journal-core.service;abrt-oops.service;abrt-xorg.service;abrtd.service;atd.service;auditd.service;certmonger.service;chronyd.service;containerd.service;crond.service;dbus.service;docker.service;getty@tty1.service;gssproxy.service;irqbalance.service;konea.service;kschedulerconsole.service;libstoragemgmt.service;mcelog.service;mongod.service;NetworkManager.service;node-exporter.service;oddjobd.service;pmcd.service;pmie.service;pmie_farm.service;pmlogger.service;pmlogger_farm.service;polkit.service;qualys-cloud-agent.service;rhsmcertd.service;rpc-gssd.service;rpcbind.service;rsyslog.service;smartd.service;sshd.service;sssd.service;systemd-journald.service;systemd-logind.service;systemd-udevd.service;telegraf.service;traps_pmd.service;tuned.service;udisks2.service;user@0.service;vgauthd.service;vmtoolsd.service;zabbix-agent.service,rpm,1226,GConf2;HdrHistogram_c;NetworkManager;NetworkManager-config-server;NetworkManager-libnm;NetworkManager-libreswan;NetworkManager-team;NetworkManager-tui;PackageKit;PackageKit-glib;SDL;abattis-cantarell-fonts;abrt;abrt-addon-ccpp;abrt-addon-coredump-helper;abrt-addon-kerneloops;abrt-addon-pstoreoops;abrt-addon-vmcore;abrt-addon-xorg;abrt-cli;abrt-dbus;abrt-libs;abrt-tui;acl;adcli;adobe-mappings-cmap;adobe-mappings-cmap-deprecated;adobe-mappings-pdf;adwaita-cursor-theme;adwaita-icon-theme,yes,3.6.8,yes,6.0.23,yes,7.2.0
